71|Customer71|M|68|MD|20|['jeans']|2016|1|Y
72|Customer72|M|24|MA|21|['shoes']|2017|9|Y
73|Customer73|M|18|MI|22|['jeans']|2016|10|Y
74|Customer74|M|29|MN|23|['socks']|2017|8|Y
75|Customer75|M|68|MS|24|['coat']|2016|1|N
76|Customer76|F|80|MO|25|['dress']|2016|7|N
77|Customer77|M|18|MT|26|['jeans']|2017|7|N
78|Customer78|F|81|NE|27|['shoes']|2016|6|Y
79|Customer79|F|52|NV|28|['jacket']|2017|10|N
80|Customer80|F|36|NH|29|['tie']|2017|2|Y
81|Customer81|F|21|NJ|30|['jeans']|2016|4|Y
82|Customer82|F|85|NM|31|['socks']|2016|8|N
83|Customer83|F|23|NY|32|['jeans']|2016|11|N
84|Customer84|M|66|NC|33|['coat']|2016|6|Y
85|Customer85|F|22|ND|34|['jeans']|2016|2|N
86|Customer86|F|56|OH|35|['tie']|2017|9|N
87|Customer87|F|31|OK|36|['tie']|2016|6|N
88|Customer88|M|64|OR|37|['coat']|2017|3|Y
89|Customer89|F|22|PA|38|['jeans']|2017|3|N
90|Customer90|M|66|RI|39|['coat']|2016|2|N
91|Customer91|F|82|SC|40|['jacket']|2016|8|N
92|Customer92|F|22|SD|41|['jeans']|2017|1|N
93|Customer93|M|20|TN|42|['jeans']|2016|4|N
94|Customer94|M|49|TX|43|['dressShirt']|2017|10|Y
95|Customer95|F|73|UT|44|['tie']|2017|4|N
96|Customer96|F|49|VT|45|['tie']|2016|10|N
97|Customer97|F|18|VA|46|['jeans']|2017|8|N
98|Customer98|F|40|WA|47|['heels']|2016|5|N
99|Customer99|F|49|WV|48|['heels']|2017|2|N
100|Customer100|F|88|WI|49|['jacket']|2016|2|N
101|Customer101|M|22|AL|0|['jeans']|2017|7|N
102|Customer102|F|34|AK|1|['jeans']|2017|2|N
103|Customer103|F|29|AZ|2|['dressShirt']|2017|7|N
104|Customer104|M|80|AR|3|['coat']|2017|2|N
105|Customer105|M|21|CA|4|['jeans']|2016|4|Y
106|Customer106|F|49|CO|5|['tie']|2017|6|N
107|Customer107|M|28|CT|6|['socks']|2016|10|N
108|Customer108|F|63|DC|7|['tshirt']|2017|7|N
109|Customer109|M|18|DE|8|['jeans']|2017|6|Y
110|Customer110|M|74|FL|9|['dress']|2016|5|N
111|Customer111|F|33|GA|10|['tie']|2016|8|N
112|Customer112|F|35|HI|11|['tie']|2017|5|N
113|Customer113|F|19|ID|12|['jeans']|2017|6|Y
114|Customer114|F|80|IL|13|['tshirt']|2016|7|N
115|Customer115|M|46|IN|14|['tshirt']|2017|4|N
116|Customer116|F|53|IA|15|['dress']|2016|2|Y
117|Customer117|F|20|KS|16|['jeans']|2017|10|N
118|Customer118|F|20|KY|17|['jeans']|2017|2|N
119|Customer119|F|71|LA|18|['jeans']|2017|2|N
120|Customer120|M|40|ME|19|['shoes']|2017|6|N
121|Customer121|M|20|MD|20|['jeans']|2016|7|N
122|Customer122|M|51|MA|21|['jeans']|2017|10|N
123|Customer123|F|41|MI|22|['heels']|2016|10|Y
124|Customer124|F|55|MN|23|['coat']|2016|5|N
125|Customer125|M|22|MS|24|['jeans']|2017|4|N
126|Customer126|F|29|MO|25|['dressShirt']|2017|5|Y
127|Customer127|M|71|MT|26|['heels']|2016|11|Y
128|Customer128|F|35|NE|27|['dressShirt']|2017|7|Y
129|Customer129|M|18|NV|28|['jeans']|2017|2|Y
130|Customer130|F|64|NH|29|['jacket']|2016|5|Y
131|Customer131|M|74|NJ|30|['tie']|2017|9|N
132|Customer132|F|61|NM|31|['jacket']|2017|6|N
133|Customer133|M|22|NY|32|['jeans']|2016|3|Y
134|Customer134|M|53|NC|33|['heels']|2016|8|Y
135|Customer135|F|71|ND|34|['jacket']|2017|11|Y
136|Customer136|F|21|OH|35|['jeans']|2017|8|Y
137|Customer137|F|22|OK|36|['jeans']|2017|8|N
138|Customer138|F|57|OR|37|['coat']|2017|5|N
139|Customer139|M|70|PA|38|['dressShirt']|2016|4|N
140|Customer140|F|80|RI|39|['socks']|2016|1|N
141|Customer141|M|20|SC|40|['jeans']|2017|4|N
142|Customer142|M|42|SD|41|['tie']|2016|7|Y
143|Customer143|F|19|TN|42|['jeans']|2016|9|Y
144|Customer144|M|36|TX|43|['dress']|2016|11|N
145|Customer145|F|21|UT|44|['jeans']|2016|4|N
146|Customer146|F|65|VT|45|['tshirt']|2017|8|Y
147|Customer147|F|62|VA|46|['jacket']|2016|7|N
148|Customer148|M|78|WA|47|['socks']|2017|3|Y
149|Customer149|M|19|WV|48|['jeans']|2016|4|Y
150|Customer150|F|86|WI|49|['heels']|2016|11|Y
151|Customer151|M|29|AL|0|['dress']|2017|6|N
152|Customer152|F|78|AK|1|['shoes']|2017|7|Y
153|Customer153|F|21|AZ|2|['jeans']|2017|1|Y
154|Customer154|F|36|AR|3|['tie']|2017|3|N
155|Customer155|F|26|CA|4|['tshirt']|2016|2|Y
156|Customer156|F|21|CO|5|['jeans']|2016|6|Y
157|Customer157|F|20|CT|6|['jeans']|2016|7|Y
158|Customer158|M|25|DC|7|['dress']|2017|3|N
159|Customer159|F|67|DE|8|['heels']|2016|10|N
160|Customer160|M|60|FL|9|['tshirt']|2016|1|Y
161|Customer161|M|18|GA|10|['jeans']|2017|9|Y
162|Customer162|F|65|HI|11|['shoes']|2016|11|N
163|Customer163|F|69|ID|12|['shoes']|2017|2|N
164|Customer164|M|81|IL|13|['shoes']|2017|7|Y
165|Customer165|M|19|IN|14|['jeans']|2016|8|Y
166|Customer166|F|56|IA|15|['coat']|2016|8|Y
167|Customer167|F|25|KS|16|['heels']|2016|4|Y
168|Customer168|M|22|KY|17|['jeans']|2017|11|Y
169|Customer169|M|22|LA|18|['jeans']|2017|6|N
170|Customer170|M|86|ME|19|['tie']|2016|5|Y
171|Customer171|M|19|MD|20|['jeans']|2017|2|N
172|Customer172|M|38|MA|21|['heels']|2017|10|Y
173|Customer173|M|21|MI|22|['jeans']|2017|1|Y
174|Customer174|F|32|MN|23|['shoes']|2016|9|N
175|Customer175|M|64|MS|24|['jeans']|2016|8|N
176|Customer176|F|67|MO|25|['jeans']|2017|6|N
177|Customer177|M|22|MT|26|['jeans']|2017|6|N
178|Customer178|M|79|NE|27|['coat']|2017|9|Y
179|Customer179|M|85|NV|28|['socks']|2016|8|N
180|Customer180|F|57|NH|29|['dress']|2017|8|Y
181|Customer181|F|19|NJ|30|['jeans']|2017|10|Y
182|Customer182|F|35|NM|31|['tie']|2016|3|N
183|Customer183|M|74|NY|32|['tshirt']|2016|5|Y
184|Customer184|M|32|NC|33|['coat']|2016|9|N
185|Customer185|M|19|ND|34|['jeans']|2016|5|Y
186|Customer186|M|68|OH|35|['socks']|2016|3|N
187|Customer187|F|41|OK|36|['tie']|2016|10|N
188|Customer188|F|45|OR|37|['dress']|2016|10|Y
189|Customer189|M|20|PA|38|['jeans']|2017|4|N
190|Customer190|F|78|RI|39|['tie']|2017|11|Y
191|Customer191|M|68|SC|40|['tshirt']|2016|8|N
192|Customer192|F|46|SD|41|['dress']|2016|9|N
193|Customer193|M|22|TN|42|['jeans']|2016|2|N
194|Customer194|F|21|TX|43|['jeans']|2017|8|Y
195|Customer195|F|23|UT|44|['socks']|2017|8|N
196|Customer196|M|84|VT|45|['socks']|2017|1|Y
197|Customer197|M|18|VA|46|['jeans']|2016|10|Y
198|Customer198|F|81|WA|47|['socks']|2017|3|N
199|Customer199|M|75|WV|48|['dress']|2016|4|Y
200|Customer200|F|38|WI|49|['socks']|2016|10|Y
201|Customer201|F|20|AL|0|['jeans']|2017|2|Y
202|Customer202|F|40|AK|1|['socks']|2016|8|Y
203|Customer203|M|38|AZ|2|['heels']|2017|2|Y
204|Customer204|M|33|AR|3|['coat']|2017|4|Y
205|Customer205|F|18|CA|4|['jeans']|2017|10|Y
206|Customer206|M|66|CO|5|['coat']|2017|5|N
207|Customer207|F|77|CT|6|['tie']|2016|10|N
208|Customer208|M|62|DC|7|['heels']|2017|4|N
209|Customer209|F|21|DE|8|['jeans']|2016|9|N
210|Customer210|M|42|FL|9|['coat']|2017|2|N
211|Customer211|M|35|GA|10|['jeans']|2016|1|Y
212|Customer212|F|45|HI|11|['heels']|2016|11|Y
213|Customer213|F|18|ID|12|['jeans']|2016|7|N
214|Customer214|F|86|IL|13|['tie']|2017|2|N
215|Customer215|F|59|IN|14|['socks']|2017|11|Y
216|Customer216|M|28|IA|15|['jeans']|2016|6|N
217|Customer217|M|18|KS|16|['jeans']|2016|1|N
218|Customer218|M|49|KY|17|['tshirt']|2016|3|N
219|Customer219|M|64|LA|18|['dressShirt']|2017|10|N
220|Customer220|F|65|ME|19|['tshirt']|2017|4|N
221|Customer221|M|22|MD|20|['jeans']|2016|4|N
222|Customer222|F|69|MA|21|['dress']|2016|7|N
223|Customer223|F|36|MI|22|['coat']|2016|11|N
224|Customer224|F|74|MN|23|['jacket']|2017|7|N
225|Customer225|F|19|MS|24|['jeans']|2017|5|N
226|Customer226|M|83|MO|25|['heels']|2016|7|N
227|Customer227|M|50|MT|26|['coat']|2016|2|Y
228|Customer228|M|18|NE|27|['jeans']|2016|9|Y
229|Customer229|M|22|NV|28|['jeans']|2016|2|Y
230|Customer230|M|72|NH|29|['tie']|2017|1|Y
231|Customer231|M|72|NJ|30|['tshirt']|2016|2|N
232|Customer232|M|22|NM|31|['jeans']|2016|5|N
233|Customer233|F|20|NY|32|['jeans']|2017|4|N
234|Customer234|F|76|NC|33|['tshirt']|2017|7|N
235|Customer235|F|60|ND|34|['socks']|2017|7|N
236|Customer236|M|36|OH|35|['dress']|2017|2|Y
237|Customer237|F|20|OK|36|['jeans']|2017|9|Y
238|Customer238|M|38|OR|37|['tie']|2016|1|Y
239|Customer239|M|66|PA|38|['shoes']|2017|4|N
240|Customer240|M|85|RI|39|['tie']|2017|5|N
241|Customer241|M|20|SC|40|['jeans']|2017|1|Y
242|Customer242|M|89|SD|41|['dress']|2016|2|Y
243|Customer243|M|23|TN|42|['socks']|2016|7|Y
244|Customer244|F|34|TX|43|['dress']|2017|2|N
245|Customer245|M|21|UT|44|['jeans']|2017|3|N
246|Customer246|M|30|VT|45|['jeans']|2016|1|Y
247|Customer247|M|87|VA|46|['coat']|2016|3|Y
248|Customer248|F|81|WA|47|['heels']|2016|9|Y
249|Customer249|F|21|WV|48|['jeans']|2016|3|N
250|Customer250|F|22|WI|49|['jeans']|2016|10|Y
251|Customer251|F|69|AL|0|['dress']|2016|2|N
252|Customer252|F|68|AK|1|['jacket']|2017|1|N
253|Customer253|M|22|AZ|2|['jeans']|2017|6|N
254|Customer254|F|73|AR|3|['shoes']|2016|2|Y
255|Customer255|F|75|CA|4|['coat']|2017|9|N
256|Customer256|M|64|CO|5|['jacket']|2016|9|N
257|Customer257|F|21|CT|6|['jeans']|2017|4|N
258|Customer258|M|62|DC|7|['shoes']|2016|6|Y
259|Customer259|F|54|DE|8|['socks']|2017|9|Y
260|Customer260|M|33|FL|9|['dress']|2017|4|Y
261|Customer261|F|19|GA|10|['jeans']|2016|2|N
262|Customer262|M|58|HI|11|['jeans']|2017|6|Y
263|Customer263|F|19|ID|12|['jeans']|2017|1|N
264|Customer264|M|60|IL|13|['tie']|2016|2|N
265|Customer265|F|22|IN|14|['jeans']|2017|6|Y
266|Customer266|F|87|IA|15|['tie']|2017|5|Y
267|Customer267|F|67|KS|16|['tshirt']|2017|1|N
268|Customer268|F|32|KY|17|['jacket']|2016|1|N
269|Customer269|M|22|LA|18|['jeans']|2017|6|Y
270|Customer270|M|48|ME|19|['tshirt']|2017|3|Y
271|Customer271|F|22|MD|20|['jeans']|2016|8|Y
272|Customer272|M|79|MA|21|['jeans']|2016|7|N
273|Customer273|M|19|MI|22|['jeans']|2017|7|Y
274|Customer274|M|73|MN|23|['tie']|2017|9|Y
275|Customer275|M|40|MS|24|['socks']|2017|8|N
276|Customer276|F|78|MO|25|['tie']|2016|6|Y
277|Customer277|M|21|MT|26|['jeans']|2016|8|Y
278|Customer278|M|36|NE|27|['tie']|2017|5|Y
279|Customer279|M|82|NV|28|['tie']|2017|5|Y
280|Customer280|M|47|NH|29|['shoes']|2016|3|Y
281|Customer281|M|18|NJ|30|['jeans']|2017|7|N
282|Customer282|M|89|NM|31|['dress']|2017|4|Y
283|Customer283|M|88|NY|32|['socks']|2016|4|N
284|Customer284|M|31|NC|33|['tshirt']|2017|10|Y
285|Customer285|M|22|ND|34|['jeans']|2017|3|Y
286|Customer286|M|59|OH|35|['dress']|2016|5|Y
287|Customer287|F|65|OK|36|['heels']|2016|4|Y
288|Customer288|F|49|OR|37|['dressShirt']|2017|3|N
289|Customer289|M|19|PA|38|['jeans']|2016|11|Y
290|Customer290|M|33|RI|39|['tshirt']|2017|11|N
291|Customer291|M|29|SC|40|['dress']|2017|10|Y
292|Customer292|M|56|SD|41|['heels']|2016|4|Y
293|Customer293|M|21|TN|42|['jeans']|2017|3|N
294|Customer294|F|24|TX|43|['jeans']|2017|10|N
295|Customer295|M|48|UT|44|['jeans']|2017|6|N
296|Customer296|F|88|VT|45|['socks']|2016|6|N
297|Customer297|F|19|VA|46|['jeans']|2017|2|Y
298|Customer298|F|79|WA|47|['socks']|2016|11|Y
299|Customer299|F|40|WV|48|['jeans']|2017|6|N
300|Customer300|F|54|WI|49|['heels']|2017|3|Y
301|Customer301|M|20|AL|0|['jeans']|2017|8|N
302|Customer302|F|80|AK|1|['jacket']|2017|5|Y
303|Customer303|M|45|AZ|2|['shoes']|2017|3|N
304|Customer304|M|84|AR|3|['socks']|2017|8|Y
305|Customer305|F|21|CA|4|['jeans']|2017|11|N
306|Customer306|F|36|CO|5|['shoes']|2017|8|Y
307|Customer307|F|45|CT|6|['socks']|2016|1|N
308|Customer308|F|21|DC|7|['jeans']|2016|2|N
309|Customer309|M|20|DE|8|['jeans']|2016|9|N
310|Customer310|M|30|FL|9|['jeans']|2016|11|Y
311|Customer311|F|52|GA|10|['dress']|2016|6|Y
312|Customer312|M|67|HI|11|['socks']|2017|6|N
313|Customer313|F|18|ID|12|['jeans']|2017|7|N
314|Customer314|F|21|IL|13|['jeans']|2016|4|N
315|Customer315|F|24|IN|14|['coat']|2016|2|Y
316|Customer316|F|54|IA|15|['dress']|2016|7|N
317|Customer317|M|19|KS|16|['jeans']|2016|6|Y
318|Customer318|F|88|KY|17|['coat']|2017|10|Y
319|Customer319|M|57|LA|18|['heels']|2017|10|Y
320|Customer320|F|24|ME|19|['coat']|2016|10|N
321|Customer321|M|20|MD|20|['jeans']|2017|4|N
322|Customer322|M|53|MA|21|['tie']|2017|9|N
323|Customer323|M|89|MI|22|['dress']|2017|5|Y
324|Customer324|F|58|MN|23|['jeans']|2016|6|N
325|Customer325|M|22|MS|24|['jeans']|2017|3|N
326|Customer326|M|48|MO|25|['heels']|2016|11|Y
327|Customer327|F|25|MT|26|['jeans']|2017|8|N
328|Customer328|F|45|NE|27|['shoes']|2017|5|N
329|Customer329|M|21|NV|28|['jeans']|2017|10|N
330|Customer330|F|50|NH|29|['dressShirt']|2016|7|N
331|Customer331|F|27|NJ|30|['jacket']|2016|1|N
332|Customer332|M|41|NM|31|['tshirt']|2016|6|N
333|Customer333|M|20|NY|32|['jeans']|2016|11|N
334|Customer334|F|79|NC|33|['jeans']|2017|7|Y
335|Customer335|M|73|ND|34|['heels']|2017|11|N
336|Customer336|M|35|OH|35|['coat']|2016|3|Y
337|Customer337|F|22|OK|36|['jeans']|2016|7|Y
338|Customer338|F|56|OR|37|['dress']|2017|10|Y
339|Customer339|M|21|PA|38|['jeans']|2016|11|N
340|Customer340|F|20|RI|39|['jeans']|2017|10|N
341|Customer341|F|22|SC|40|['jeans']|2016|10|N
342|Customer342|M|57|SD|41|['heels']|2016|3|Y
343|Customer343|F|43|TN|42|['heels']|2016|4|N
344|Customer344|F|62|TX|43|['tshirt']|2017|3|Y
345|Customer345|F|22|UT|44|['jeans']|2016|9|Y
346|Customer346|M|72|VT|45|['coat']|2016|5|N
347|Customer347|M|88|VA|46|['tshirt']|2016|6|Y
348|Customer348|F|20|WA|47|['jeans']|2017|4|Y
349|Customer349|F|21|WV|48|['jeans']|2016|1|N
350|Customer350|M|44|WI|49|['dress']|2016|4|Y
351|Customer351|M|86|AL|0|['tshirt']|2016|4|Y
352|Customer352|F|51|AK|1|['jacket']|2017|3|N
353|Customer353|F|21|AZ|2|['jeans']|2016|7|Y
354|Customer354|M|61|AR|3|['jeans']|2016|8|N
355|Customer355|M|37|CA|4|['jeans']|2016|4|Y
356|Customer356|F|79|CO|5|['dress']|2016|6|N
357|Customer357|F|21|CT|6|['jeans']|2017|2|N
358|Customer358|M|75|DC|7|['tshirt']|2016|11|Y
359|Customer359|F|27|DE|8|['shoes']|2017|3|N
360|Customer360|F|18|FL|9|['jeans']|2016|7|N
361|Customer361|F|18|GA|10|['jeans']|2016|4|Y
362|Customer362|M|25|HI|11|['heels']|2017|8|Y
363|Customer363|F|31|ID|12|['jacket']|2017|1|Y
364|Customer364|F|21|IL|13|['jeans']|2016|2|N
365|Customer365|M|18|IN|14|['jeans']|2016|6|N
366|Customer366|M|24|IA|15|['dressShirt']|2017|10|N
367|Customer367|F|32|KS|16|['heels']|2017|2|N
368|Customer368|F|41|KY|17|['tshirt']|2017|3|Y
369|Customer369|M|22|LA|18|['jeans']|2016|6|Y
370|Customer370|F|65|ME|19|['heels']|2016|5|Y
371|Customer371|F|25|MD|20|['jacket']|2016|8|Y
372|Customer372|M|29|MA|21|['heels']|2016|1|Y
373|Customer373|F|18|MI|22|['jeans']|2016|2|N
374|Customer374|F|67|MN|23|['socks']|2016|2|Y
375|Customer375|F|71|MS|24|['socks']|2017|10|N
376|Customer376|F|46|MO|25|['dress']|2016|7|Y
377|Customer377|F|21|MT|26|['jeans']|2017|8|Y
378|Customer378|M|70|NE|27|['heels']|2016|5|N
379|Customer379|M|34|NV|28|['socks']|2017|10|Y
380|Customer380|M|24|NH|29|['dressShirt']|2016|10|N
381|Customer381|F|20|NJ|30|['jeans']|2017|5|N
382|Customer382|F|34|NM|31|['jacket']|2017|4|Y
383|Customer383|F|83|NY|32|['dressShirt']|2017|2|N
384|Customer384|M|88|NC|33|['jeans']|2016|9|N
385|Customer385|F|19|ND|34|['jeans']|2017|11|Y
386|Customer386|M|87|OH|35|['heels']|2017|2|N
387|Customer387|F|22|OK|36|['jeans']|2017|10|N
388|Customer388|M|18|OR|37|['jeans']|2017|1|N
389|Customer389|F|21|PA|38|['jeans']|2017|4|N
390|Customer390|M|86|RI|39|['jacket']|2016|4|Y
391|Customer391|F|21|SC|40|['jeans']|2017|2|N
392|Customer392|F|39|SD|41|['heels']|2017|9|N
393|Customer393|M|20|TN|42|['jeans']|2017|2|Y
394|Customer394|F|39|TX|43|['dressShirt']|2017|5|Y
395|Customer395|M|18|UT|44|['jeans']|2016|2|Y
396|Customer396|F|66|VT|45|['shoes']|2017|1|N
397|Customer397|M|20|VA|46|['jeans']|2016|9|Y
398|Customer398|F|50|WA|47|['tshirt']|2016|11|Y
399|Customer399|F|20|WV|48|['jeans']|2016|10|N
400|Customer400|F|20|WI|49|['jeans']|2016|9|N
401|Customer401|F|20|AL|0|['jeans']|2016|1|N
402|Customer402|M|72|AK|1|['socks']|2017|6|N
403|Customer403|F|23|AZ|2|['tie']|2016|10|N
404|Customer404|F|28|AR|3|['heels']|2016|8|N
405|Customer405|M|22|CA|4|['jeans']|2016|4|N
406|Customer406|F|51|CO|5|['dressShirt']|2016|7|N
407|Customer407|F|82|CT|6|['coat']|2016|10|Y
408|Customer408|F|30|DC|7|['heels']|2017|4|N
409|Customer409|F|21|DE|8|['jeans']|2017|5|N
410|Customer410|F|51|FL|9|['shoes']|2017|2|Y
411|Customer411|F|25|GA|10|['jacket']|2017|11|Y
412|Customer412|M|26|HI|11|['socks']|2016|10|Y
413|Customer413|F|19|ID|12|['jeans']|2016|1|N
414|Customer414|F|70|IL|13|['tshirt']|2016|7|N
415|Customer415|F|45|IN|14|['dress']|2017|2|N
416|Customer416|M|46|IA|15|['dressShirt']|2017|11|N
417|Customer417|M|21|KS|16|['jeans']|2016|3|Y
418|Customer418|M|80|KY|17|['jeans']|2017|9|Y
419|Customer419|F|44|LA|18|['jacket']|2017|10|N
420|Customer420|F|55|ME|19|['tshirt']|2016|9|N
421|Customer421|M|19|MD|20|['jeans']|2016|1|N
422|Customer422|F|61|MA|21|['heels']|2017|6|Y
423|Customer423|F|89|MI|22|['dress']|2017|3|Y
424|Customer424|F|79|MN|23|['jeans']|2017|6|N
425|Customer425|F|19|MS|24|['jeans']|2016|11|N
426|Customer426|M|54|MO|25|['tshirt']|2016|2|N
427|Customer427|F|33|MT|26|['dressShirt']|2016|9|N
428|Customer428|F|20|NE|27|['jeans']|2017|2|Y
429|Customer429|F|18|NV|28|['jeans']|2016|8|N
430|Customer430|F|63|NH|29|['tie']|2016|9|Y
431|Customer431|M|82|NJ|30|['coat']|2016|4|Y
432|Customer432|F|29|NM|31|['jeans']|2016|10|Y
433|Customer433|F|21|NY|32|['jeans']|2016|9|Y
434|Customer434|M|37|NC|33|['jacket']|2017|11|Y
435|Customer435|F|85|ND|34|['jeans']|2017|1|Y
436|Customer436|M|44|OH|35|['tie']|2017|4|Y
437|Customer437|M|21|OK|36|['jeans']|2016|10|Y
438|Customer438|M|36|OR|37|['tie']|2016|7|N
439|Customer439|M|71|PA|38|['jeans']|2016|9|Y
440|Customer440|M|29|RI|39|['jeans']|2016|1|Y
441|Customer441|M|20|SC|40|['jeans']|2017|5|Y
442|Customer442|F|58|SD|41|['jeans']|2017|1|N
443|Customer443|M|83|TN|42|['jacket']|2016|2|N
444|Customer444|M|25|TX|43|['dress']|2016|11|N
445|Customer445|M|18|UT|44|['jeans']|2016|10|N
446|Customer446|F|18|VT|45|['jeans']|2016|4|N
447|Customer447|F|43|VA|46|['tie']|2016|8|N
448|Customer448|M|38|WA|47|['coat']|2017|10|Y
449|Customer449|M|21|WV|48|['jeans']|2017|3|N
450|Customer450|M|68|WI|49|['coat']|2017|3|Y
451|Customer451|M|55|AL|0|['jeans']|2017|11|Y
452|Customer452|M|75|AK|1|['tshirt']|2016|11|N
453|Customer453|M|19|AZ|2|['jeans']|2017|3|N
454|Customer454|M|45|AR|3|['heels']|2016|4|Y
455|Customer455|F|49|CA|4|['tie']|2017|7|Y
456|Customer456|F|47|CO|5|['shoes']|2016|7|N
457|Customer457|F|19|CT|6|['jeans']|2017|2|Y
458|Customer458|F|28|DC|7|['coat']|2016|10|N
459|Customer459|F|22|DE|8|['jeans']|2017|1|Y
460|Customer460|F|57|FL|9|['tie']|2017|7|Y
461|Customer461|F|19|GA|10|['jeans']|2016|10|Y
462|Customer462|F|68|HI|11|['heels']|2016|4|N
463|Customer463|F|79|ID|12|['jacket']|2017|2|N
464|Customer464|F|30|IL|13|['coat']|2016|3|Y
465|Customer465|F|18|IN|14|['jeans']|2017|2|N
466|Customer466|F|89|IA|15|['heels']|2017|9|N
467|Customer467|F|55|KS|16|['dress']|2016|8|N
468|Customer468|F|83|KY|17|['coat']|2016|9|N
469|Customer469|M|21|LA|18|['jeans']|2016|6|Y
470|Customer470|F|35|ME|19|['shoes']|2017|2|Y
471|Customer471|F|41|MD|20|['dress']|2017|10|N
472|Customer472|M|62|MA|21|['jeans']|2017|3|Y
473|Customer473|F|18|MI|22|['jeans']|2016|2|N
474|Customer474|F|81|MN|23|['tshirt']|2017|10|N
475|Customer475|M|71|MS|24|['socks']|2017|6|N
476|Customer476|M|54|MO|25|['jacket']|2017|9|Y
477|Customer477|F|18|MT|26|['jeans']|2017|5|Y
